A,B,C,D,E,F,G,H,class
96.3125,37.2419769044,0.8763771643,3.8258364215,132.448009507,33.7524119499,-0.9763224934,1.7180427004,0
136.6875,43.3268374538,-0.16539352,1.0006975137,105.780539773,34.4712137,0.3181049721,0.3539560944,0
74.953125,41.9376135198,1.2894939666,3.6989869929,123.690953654,38.7919698328,0.0851894876,-0.2001658953,0
70.671875,46.1553269838,1.0493747814,2.3036309792,104.257166257,36.3523823164,0.4220341092,0.607401237,0
101.4375,50.5160478833,0.5397945013,0.5184538698,94.6906336088,35.4017202228,0.4540545474,0.3155853874,0
108.125,36.5010701898,0.6629262093,3.2139839118,104.324915825,45.8665956667,0.5355090589,-0.3280303201,0
111,45.249309387,0.4305228316,0.7433929522,106.806336088,47.2379092472,0.581051094,-0.1213549686,0
67.484375,42.3360780642,1.2150080707,3.9523899938,84.0165809034,33.5569331726,0.6578637514,0.6520459434,0
116.59375,58.4007488046,0.1636286176,-0.3429281036,130.931203931,52.8495633679,-0.2045782518,-1.1576689325,0
156.640625,59.6325642968,-0.3070072096,-0.3061841117,107.347127996,61.0157985312,0.2584178846,-1.0233952152,0
88.1875,45.2067732066,0.5090503194,1.6961701153,110.137853949,37.7831173548,0.412311931,0.082358788,0
133.015625,52.640731671,-0.1339554063,-0.558674498,162.86053719,51.7398681128,-0.6578114502,-0.4457387245,0
144.890625,54.5292688573,0.0575799582,-0.4141651914,131.820648344,64.2106231565,0.025355752,-1.2786693885,0
82.796875,38.4139377731,1.0992641415,4.6444680967,92.433197959,37.3434681547,0.6231629057,0.3193783373,0
102.0625,45.1638942492,0.3339755545,1.0872015237,94.7886624869,36.3692747416,0.5206789318,0.3354822643,0
107.078125,44.2009985349,0.7711212347,1.8804355729,87.3912037037,34.4563836193,0.9613497647,1.6071122713,0
157.203125,54.6269106323,-0.0826776487,-0.2188004718,124.334067952,58.551515356,0.2010274663,-1.0193443861,0
113.625,49.6885613094,0.5579718828,0.5479911814,123.222134387,44.6645430661,0.3263789777,-0.3237875533,0
133.03125,50.3872406809,-0.2884178935,0.3375547635,99.5662878788,54.7107049024,0.7724013837,-0.2410689125,0
138.4375,53.0350341166,0.2372280509,0.0919902475,100.018726592,53.2694628513,0.7953932531,-0.2356142588,0
91.375,57.0272686967,0.4934946394,-0.0644212184,109.051444679,41.0558004281,0.2163440241,-0.1135101901,0
108.953125,45.2781092553,0.5956710976,1.4365486646,86.1148989899,36.6855302291,0.591054115,0.5496437135,0
112.859375,57.3492227463,0.3334117485,-0.1746884366,109.348246867,56.7284512568,0.6345053139,-0.7108703524,0
102.46875,43.9089856799,0.7259525175,1.2529354489,82.5861244019,37.69697231,1.008561256,1.4292441852,0
72.953125,43.1282352727,1.105386742,3.2530121784,127.657657658,40.8808910995,-0.0344010398,-0.2775932224,0
108.6875,51.6973992939,0.4547916791,0.3648831763,107.198198198,51.2833821769,0.3288554749,-0.6044242366,0
102.796875,37.7277168039,0.5551214439,3.2923973533,107.70119225,38.6029682028,0.295688285,-0.052132655,0
113.34375,50.4793332557,0.3082816326,-0.168772341,117.211544012,35.5164735805,0.3640330045,0.1399652909,0
89.421875,45.95575477,0.9271340891,1.7227707913,101.156960227,37.5342991355,0.4487616238,0.1887379484,0
95.625,51.1534150864,0.7254866336,0.652554534,78.9148629149,37.2651080553,0.8281219663,1.1577763671,0
96.65625,54.0313042221,0.7100460328,0.1449621483,102.968434343,41.5756613871,0.5864539748,0.1605319062,0
158.15625,51.135304203,-0.6376523675,0.4448696387,115.578993056,58.9361486048,0.4671371413,-0.9138033776,0
87.859375,50.0121445212,0.6536698204,0.5997142298,106.903178123,39.9612369119,0.3232081563,-0.2451572544,0
100.703125,45.725635482,0.3179606638,0.8883168804,120.046421663,39.6986363292,-0.0512298653,0.1392456784,0
82.921875,53.8296806742,0.8782911188,0.665952085,92.0214097497,40.8285789831,1.0151852415,1.6251444591,0
140.515625,52.6696639999,-0.0012977148,-0.3551218206,132.222553403,49.1353873209,0.1469479885,-0.7919402262,0
73.28125,42.9325301891,1.1700307568,3.4100167179,97.6031870428,34.8809148949,0.2612378105,-0.1056620082,0
126.25,58.8137951505,-0.0040239019,-0.5338188897,131.511640798,54.2453438498,-0.0637170706,-1.0833620407,0
110.53125,45.6388570567,0.6908537136,1.2958803061,99.4720643939,41.5051757896,0.5447069204,0.175304142,0
134.203125,48.1200256155,-0.3737464565,0.6507744655,113.870791246,48.8916436304,0.4529155261,-0.3929523296,0
104.734375,43.0879341389,0.6649162752,1.2439998092,129.958704694,38.9453631787,-0.5738278225,0.299396625,0
136.359375,45.4808913128,-0.0954847336,0.4613371267,118.472279614,47.1523809338,0.3927739187,-0.2878847951,0
78.078125,43.2179450169,0.866363053,2.5309813391,97.0879382056,40.4880210503,0.193806057,-0.4870656543,0
98.203125,37.4337663779,0.6138382864,3.6478603331,92.2736742424,35.687156588,0.6061265021,0.4509522489,0
104.078125,52.3806096899,0.3974233594,0.1810814104,135.556721057,43.2428193047,-0.2665229105,-0.2140976186,0
120.1875,55.9251382989,-0.0036311681,-0.6843643325,88.9742014742,54.1768473065,0.5405834181,-0.1673149564,0
90.921875,46.4405886212,0.6395431354,1.1814939815,101.865319865,38.4179616029,-0.0731957899,-0.5099950127,0
74.921875,39.299850782,1.3855545564,5.3107518666,94.1860431235,37.1637595087,0.6522140551,0.5963436144,0
108.96875,47.6195760527,0.4226854249,0.597417997,105.116707617,39.8744638311,0.4342559505,0.0707431255,0
117.203125,38.6556026371,0.4661801468,2.5027866439,112.950711939,39.7993660572,0.5582947154,0.2638239657,0
159.03125,53.7174229039,-0.7771193791,0.808356649,97.9141981614,40.8625980111,0.8377621079,0.7353592324,0
63.515625,38.5259621017,2.0715248118,7.7604736246,93.9412416851,33.7208698706,0.1519954391,-0.0693688376,0
87.515625,38.6539099686,1.1659239785,4.1797349035,100.392640693,35.2799127013,0.5238744033,0.2298691985,0
99.375,36.3333094419,0.9167494528,4.0662719398,101.971117424,32.2478801729,0.5174685531,0.4582537093,0
113.40625,45.3113254158,0.3077485307,0.9419562902,107.015540016,43.0541543776,0.2923814637,-0.2264824854,0
105.78125,55.3371678751,0.2862134221,-0.4154037301,137.401094276,59.4821393176,-0.0270542094,-1.2365692341,0
115.140625,51.3757199425,-0.0040907969,0.2066382396,114.143578644,41.9561754098,0.116479612,-0.4339006835,0
109.0625,56.3665112789,0.1499725111,-0.2218123155,111.088995215,39.2018502409,0.0933145317,-0.0831963462,0
115.78125,48.7219370349,0.4226515489,0.5883535238,91.5443181818,39.7455677669,1.138454534,1.6044732971,0
144.8125,46.0047127341,-0.1057871385,0.6809881371,120.364701705,47.7778795659,0.0205423914,-0.6962011178,0
84.296875,42.0556475427,0.7908945355,2.7682953344,109.153508772,37.0720014716,0.227064449,0.3414260511,0
116.390625,43.2986060643,0.5181265226,1.1337215273,92.6653491436,40.1556424938,0.7538387313,0.495432518,0
98.265625,44.8038231445,0.3715124336,1.1399755509,106.273145246,35.6155836859,0.3191217619,-0.0128755476,0
97.4375,43.8234651043,0.3263962641,1.3039692615,90.2650137741,34.4578996398,0.519356671,0.2706451871,0
133.0625,43.1403505288,-0.0648646923,0.7445312047,129.568300189,47.7924244727,0.3799457076,-0.4627834947,0
77.734375,44.012513202,0.9495944541,2.5621483156,107.37188057,37.2371427144,0.1422370937,-0.1821381096,0
102.46875,42.9097777137,0.5428175327,1.7022239985,95.2035984848,38.0654680055,0.4991471045,0.3465827852,0
103.59375,54.3474696829,0.5156792192,-0.0670667966,106.4446186,35.5594497548,0.1844079724,0.1183087231,0
146.640625,61.6072152804,-0.1260433536,-0.9942493657,165.533571004,64.6404418462,-0.6956470872,-0.5707244459,0
101.96875,56.9168716062,0.38104419,-0.0588667879,96.9963924964,35.3233770785,0.4952054695,0.3318501489,0
115.234375,44.2693256483,0.4230310131,0.831716795,102.528409091,38.3571428165,0.3859170762,0.1579755491,0
109.875,50.3973275581,0.4047856021,0.3106757371,103.97979798,43.527667535,0.324898282,-0.5759593087,0
130.875,52.2145513722,-0.2106258051,-0.2487278761,137.016718913,62.2211793891,-0.016956678,-1.3050345088,0
88.828125,42.6726473749,0.4798673579,2.1702531714,105.542929293,42.9458528984,0.5270116779,0.1146307909,0
83.40625,43.919570933,0.8397894792,2.2137711969,89.6077441077,32.7096991448,0.3583164783,0.7557189449,0
109.5,53.9916081442,0.5512153183,0.1182148843,102.297918949,35.7511729403,0.1831946989,0.020313822,0
107.6875,40.925570781,0.6559500314,2.1191951225,97.6102453102,35.5478789632,0.2896893329,0.1768442594,0
97.09375,47.0454297561,0.5015182735,0.7358194382,121.745156483,42.3305321482,0.2142001359,-0.4374025566,0
148.25,57.4605843166,-0.1776791466,-0.1705757761,120.6875,48.7181108199,0.3397892137,-0.5358662706,0
79.5625,40.195566842,1.1248440691,4.0545696003,94.4463307777,32.5614921431,0.5833815081,0.6870684538,0
89.484375,37.9699684732,0.8473074744,4.2786555899,95.7533960293,33.2423308691,0.1077793189,0.1373365437,0
78.140625,38.8103832706,1.4445157611,4.9961833194,73.5157058389,27.7837762623,0.5058896747,0.4742796145,0
135.859375,49.7355089409,0.0210471102,-0.243155585,98.7589090909,42.2784528116,0.8169739575,0.5480179089,0
136.609375,57.0188064336,-0.0091194004,-0.4389813415,115.306306306,53.8457198011,0.213432909,-0.8026977778,0
131.78125,63.4469435705,0.0584888641,-0.619785397,107.665909091,42.9155324879,0.481944494,0.0211863042,0
77.28125,51.1988979221,0.9829944651,1.2027467327,98.9050748448,35.5553952787,0.503225439,0.4577120109,0
86.28125,46.6695392996,0.6604829359,1.4244009013,124.772011453,38.7993223544,0.1158453556,-0.419076055,0
88.6875,42.4720036465,0.795847776,2.3560989127,94.1368298368,34.6178763287,0.3130974413,-0.039740799,0
128.140625,47.7764544479,-0.0196993934,0.2540439728,134.09009009,42.3160478239,-0.7899960263,0.341031042,0
141.484375,65.1721259885,-0.0301239033,-0.9047980986,151.487794613,43.8630197033,-0.373232661,-0.4103685773,0
120.703125,44.86426741,0.5559255452,1.4316350408,92.9154040404,36.6684055844,0.0435815095,-0.0804640089,0
83.375,41.9875353528,0.963122135,2.8587653387,95.1701149425,31.6040023206,0.5508611339,0.504780775,0
90.546875,44.5799596538,0.8966507798,2.1578579884,87.6054834055,32.1907405857,0.3337316022,-0.0104881042,0
106.765625,53.8109370236,0.264033874,-0.0620595037,120.813584117,36.0971541616,-0.0477196638,-0.1011362524,0
91.296875,40.8834775947,1.0016131995,2.7930665525,94.6604278075,31.9629230808,0.3549043823,0.13329069,0
103.328125,51.6124544949,0.2663092926,0.134220545,112.203754941,48.3328959041,0.3678649089,-0.8497082775,0
110.65625,54.0012206893,0.1641735469,-0.403774628,97.4947022674,54.6806359412,1.1879518569,0.3554588521,0
107.375,63.4981545007,0.0182388717,-0.9244542665,118.995425958,42.5754230248,-0.4944898045,-0.2979771617,0
99.09375,38.0598700857,0.6618598008,3.4508995732,96.2385482734,39.283924768,0.4704716966,0.1358257495,0
124.125,57.9052296861,0.0369212455,-0.3966521179,131.164108619,36.0593249802,-0.1947420289,-0.0610607977,0
102.171875,38.2158976603,0.7015760116,3.049646755,92.0410685805,35.9799295568,0.8347583846,1.2260326295,0
93.046875,50.689135204,0.5919127147,0.3020146253,102.383471074,36.7650878242,0.643991095,0.715750928,0
115.265625,65.8872716718,-0.0125915378,-1.014947203,139.102430556,58.3975681541,-0.0525185276,-0.8259684013,0
73.15625,39.0525362293,1.4644125042,5.5246387544,82.8153907496,28.0099914242,0.1042175891,0.5419907084,0
89.8125,48.6948004796,0.7019321248,1.0413893252,98.0874548595,49.01053986,0.6940330103,-0.1567313981,0
122.046875,47.9014058012,0.2796591818,0.788878427,123.405998763,38.2839451828,0.1967945791,-0.2998110001,0
112.90625,59.2604734282,0.0177883098,-0.5335414109,76.6544795784,45.7749454986,1.3931515725,1.2449793105,0
86.109375,48.373907348,0.6386138798,0.7623610663,101.872235872,36.9875808539,0.5139405616,0.2913098297,0
100.984375,40.8172344832,0.3925513142,2.1270207361,95.0200114351,31.8089574929,0.3165613103,0.1013933354,0
107.046875,44.3999682177,0.1293316775,1.1758857359,96.091954023,39.4381704368,0.5890517416,0.1954800371,0
89.65625,42.8942080698,0.6291323189,1.9820324639,90.3845117845,38.1756920542,0.3769220396,-0.0097039345,0
117.09375,44.1912458632,0.3989297511,1.2775907196,103.126856803,36.6614679192,0.3452483258,0.0199916125,0
111.28125,44.8453832455,0.6275698914,0.7392663034,143.209175084,55.252972862,-0.2756892022,-0.9330129612,0
91.109375,45.9483804079,0.667567569,1.0079813905,120.132284382,36.0075990057,-0.3867016612,0.1178556991,0
80.671875,45.8141813087,0.9777848274,1.8456669752,100.703349282,34.1251758726,0.5689208398,0.8506355692,0
89.671875,38.5968970124,0.9932264839,3.9149727375,99.267003367,33.3927010026,0.4417666042,0.1302057296,0
115.484375,44.8619382758,0.6132731752,1.3858371538,83.9066539521,35.0592704365,0.5971436749,0.3699519469,0
89.28125,44.5626205293,0.6673892372,1.7075125019,88.2308802309,32.5605232691,0.506721668,0.591098536,0
108.90625,57.4188881026,0.2184012788,-0.4687390938,120.876420455,45.9657406274,0.191778516,-0.8829697372,0
107.875,50.6660327537,0.3711267661,0.1683443963,97.5707070707,40.2479171158,0.4556983235,-0.0792843182,0
97.171875,41.8921810602,0.7943373861,1.7270835302,99.7479338843,40.5954538143,0.1400631531,-0.4433953491,0
130.90625,47.7950437905,-0.1579140206,0.4913045289,136.013573232,64.3475814816,-0.0733858233,-1.360463297,0
92.890625,38.7302841728,0.7520941493,3.2244137751,87.6617526618,37.0373928837,0.5634001309,0.3172133739,0
115.59375,48.4299490082,0.505245262,0.1963039542,99.900581154,36.5491173365,0.5075368259,0.1371263765,0
117.4375,61.6258557243,0.1938309154,-0.6558787414,113.727982955,63.7806678544,0.3586439699,-1.1179733405,0
93.125,41.6741451622,0.8802128808,2.595526364,97.9485869935,34.8522941781,0.2422938368,-0.0415807648,0
116.265625,50.2911032724,0.4785752075,0.2859247032,98.8914141414,37.6099173873,0.6313089845,0.6163248407,0
81.03125,40.2538696703,1.5268441695,5.0181301141,100.818596928,34.3816016453,0.0406408047,-0.4399200774,0
100.90625,45.1915087261,0.697881046,0.8646948259,114.560858586,48.9200061662,0.0682842823,-0.864593354,0
88.5625,44.6499842525,0.6468259042,1.3671949887,118.944874275,42.1936280505,0.0719634338,-0.2555898584,0
104.375,59.6658664984,0.3100350872,-0.6988888804,102.605212969,49.5950063617,0.6458075181,-0.3054037548,0
126.296875,67.3875636912,-0.0332040307,-0.8863655193,100.592989986,54.1826469965,0.8234924058,-0.2766289562,0
119.28125,52.833011919,0.1276346921,-0.0953386386,98.697979798,44.1995783146,0.7204572103,0.3096562766,0
129.8125,53.5408357588,0.0192218851,-0.3372495264,119.275098814,45.9935946644,0.1537279118,-0.5626413015,0
105.8125,44.1272573785,0.2365464727,1.2133767178,124.899900646,41.2477179063,-0.0654114872,-0.4714362002,0
112.0625,48.6225497455,0.7505231353,1.580992461,135.21969697,39.3639706812,-0.2499250456,0.201595326,0
112.3125,51.788293501,0.4931049248,0.1384825075,117.895577396,41.9807606388,-0.0120206654,-0.2815337795,0
80.9375,40.1091771762,1.095566923,4.0066488481,105.68030303,49.0221895326,0.161774248,-0.8540573029,0
133.140625,51.498139283,0.1432554725,0.4844250113,110.401978973,39.3731000851,0.064337491,-0.1937210525,0
109.46875,50.6161932926,-0.0798221419,0.1058393814,100.617575758,37.0868651935,0.5030206575,0.216673176,0
78.859375,46.4424600943,0.8031529168,1.7049039201,107.88243007,36.0669583392,0.2757585462,-0.206607369,0
136.828125,52.6128414361,-0.0803748028,-0.033876646,118.144338118,42.6735398185,0.1943829301,-0.3479053415,0
148.578125,50.0605273293,-0.3759616924,0.0246088205,95.766191325,43.1518102315,0.8017200582,0.2352880676,0
97.078125,44.0458939231,0.5987782603,1.6485601294,111.174452862,35.7904440842,0.3614049266,0.3781003984,0
94.84375,50.2839495857,0.5331921471,1.0826470605,98.3734643735,46.1445996713,0.4783569648,-0.608074601,0
80.453125,43.0417419807,1.3243153596,3.7459658388,130.875420875,35.7055810826,0.2653065238,0.3036273398,0
86.859375,42.983960376,0.7434712573,1.9870878616,108.618955513,34.2365458541,0.1459205519,-0.0820847384,0
140.296875,62.0435028044,-0.1787300301,-0.7306579201,117.58910347,49.6013590147,0.4110187084,-0.6750035624,0
136.5,50.6467545851,-0.1141367299,-0.0864583154,116.696969697,44.9185187217,0.3185478939,-0.2838925452,0
114.6875,45.9139395364,0.3749332182,0.4519340579,125.906900329,50.7789821046,0.0145992333,-0.9581928228,0
74.25,44.0464953203,1.1125797546,2.9269247399,113.820634921,41.0206192639,0.2598151997,-0.4751809922,0
130.046875,61.3579226974,-0.1330895781,-0.8127984145,110.920875421,47.6457056609,0.5792243127,-0.2838096959,0
148.4375,58.5835074381,-0.6068250702,0.1360806241,129.013257576,46.4098331676,-0.217972887,-0.685079846,0
81.484375,41.2121008426,0.9633047642,3.3656706346,105.011570248,38.7462875287,0.4405607794,0.0750004667,0
77.0625,42.522374625,1.1049094392,3.3741593764,95.3898071625,44.4020679998,0.8058067831,0.3662804572,0
114.59375,48.0974657434,0.2850297462,0.4231520791,103.277389277,41.5374193273,0.364051752,-0.0541242937,0
91.109375,44.0025273377,1.0050688047,2.1498518703,106.100694444,39.8815317885,0.2172833791,-0.4789285162,0
78.78125,41.184216011,0.9983163384,3.5196118004,92.8465085639,33.3508771668,0.4449625256,0.1225464767,0
98.875,52.7018441328,0.4070842545,0.1812830697,107.831088664,33.7443860542,0.2546475611,0.0060869699,0
112.8125,66.747863964,0.3757833248,-0.772192675,127.591184573,53.0544948748,-0.227310551,-0.9132449204,0
77.5625,44.2100366857,0.9055150518,2.5937793552,96.7571548822,33.4680162811,0.479744046,1.3995296565,0
135.578125,52.0819080534,0.133518546,0.1872801612,99.5620265152,50.7062784742,1.0260099435,0.4115081846,0
95.671875,48.6788117047,0.5320168093,0.3428048909,84.6927361854,30.742437019,0.9130708619,2.026101951,0
107.609375,46.8006467595,0.3168310437,0.6216528276,104.412878788,45.6525726883,0.389530341,-0.2646855327,0
139.859375,58.2786590409,-0.3814289249,-0.6356859866,177.67035217,48.3700486105,-0.761799826,0.0579270261,0
141.96875,61.0230409226,-0.3187550709,-0.6671901661,121.475173421,48.9007834652,0.2286996536,-0.5482522393,0
151.1875,58.2008577579,-0.3505178873,-0.5301955988,134.936051693,69.7316997358,-0.1631725367,-1.385061587,0
73.4375,44.8873155106,0.9905809238,2.472336315,85.0667311412,40.0443306358,1.146277751,1.5651888502,0
123.125,56.5606698599,0.0377219443,-0.4976327389,116.135379772,47.5363380521,0.4371203269,-0.2519397488,0
87.421875,41.0559087889,0.9552262135,2.7040180163,116.91518847,36.879871486,0.2884952863,-0.1316339176,0
85.234375,46.7128001019,0.7196855273,1.4751604623,91.7849326599,28.9065537041,0.5163175363,1.6777273279,0
112.1875,37.5166109044,0.4666506339,2.778101165,111.600737101,33.4939927546,0.3136301982,0.5947001534,0
98.421875,38.9903051602,0.736991545,2.7940222619,93.0828970332,34.8683141473,0.6587013042,0.5580125165,0
86.28125,43.0063471878,0.778340076,2.1292116794,104.571969697,44.7516879052,0.5669141579,0.0798135145,0
100.75,49.5646673549,0.2170355579,0.4050501344,116.873614191,44.375284166,0.216326311,-0.5605936588,0
113.21875,51.915336351,0.2205927942,0.2078236676,98.5995501894,38.8524736789,0.4699338845,0.0147023612,0
91.421875,43.8608612146,0.8041125272,1.4871852018,94.1106166561,34.0396296787,0.4610601323,0.3908193305,0
108.515625,39.1639152264,0.3691626987,2.3194266728,105.78858351,38.0015909226,0.5124198811,0.3406381467,0
108.421875,65.3545151193,0.2286077112,-1.0378445255,140.765813475,69.3469104904,-0.3238058295,-1.0972201801,0
117.65625,56.7685043483,0.3148925376,-0.2605808793,122.455512573,41.191229594,0.0091365011,-0.2985857737,0
93.359375,42.6623250024,1.0081399037,2.124176548,102.375157828,43.0480323438,0.3603640308,-0.5158167327,0
141.234375,52.1864871721,-0.0218371207,-0.2552470429,120.464338507,50.5718775966,0.1075285389,-0.8720408883,0
70.125,39.1844596109,1.6366356168,6.1997054492,94.0636886102,30.6307988676,0.460928386,0.4044299605,0
102,36.2853276132,1.0793456867,4.4391007168,87.1269296741,36.0706046536,0.6368242129,0.7746029367,0
114.875,57.5636875556,0.2081472442,-0.4567475983,94.487483531,35.618867613,0.2923263534,0.3766650277,0
111.0625,50.2042313331,0.331764026,0.6761166851,91.5240040858,35.2100635131,0.5498888984,0.4950320418,0
113.203125,46.0584478162,0.3714873888,1.2528263272,103.643524284,45.1752209972,0.3911048559,-0.5348480745,0
79.703125,44.3602720938,1.0395683587,2.2847923345,100.326976054,34.1988236847,0.3995631469,0.2324100413,0
126.984375,38.9565030625,0.1129689728,1.7567179273,83.3596389426,43.304560651,1.2681137126,1.2661345962,0
86.671875,49.2449409481,0.6677774198,0.6983783615,90.2207207207,42.6126681722,0.9422347732,0.4505665287,0
108.5625,45.1251298475,0.5011096665,1.0978641035,92.8632428178,33.9605413604,0.4945927213,0.3651735841,0
62.3125,42.629536049,1.5119904077,4.5292650917,87.8740031898,34.132480573,0.5197060017,0.509057551,0
114.359375,52.8817570114,0.3435572337,-0.1186003898,115.733530962,49.0178754821,-0.1406460109,-0.7097787632,0
93.96875,42.9410820012,0.5408017797,1.6441368786,103.892837466,37.7544382437,0.6088999454,0.4580454781,0
93.3125,52.6352053644,0.6240918757,0.5035908054,107.947811448,47.6408664752,0.3048569221,-0.7265465676,0
98.15625,46.7504073345,0.918255448,1.8668003517,125.099431818,48.443843032,-0.2084035167,-0.9277683085,0
119.546875,37.2008609139,0.3237405366,2.4297975456,107.439393939,32.756474583,0.29489898,0.0305624436,0
120.6875,46.8681244958,0.4208445429,0.5504820118,96.8892045455,36.3179401243,0.823621401,0.8211703841,0
149.484375,57.2207873579,-0.4065281518,-0.2866030366,150.927272727,43.3501497355,-0.6909397963,0.2688497823,0
101.859375,39.5276276749,0.6973169439,2.4902937174,100.284707541,36.2869794192,0.3266131935,0.110393576,0
106.671875,53.2321139819,0.6354150616,0.1232835708,104.76046176,43.4857001035,0.4440362317,-0.0547367387,0
109.375,37.5747172311,0.0956778459,2.92210112,95.8858585859,41.9220870486,0.4228170722,-0.2496408191,0
133.203125,53.2186467813,-0.0888513924,-0.0690004257,152.324035813,50.3469644839,-0.9453768931,0.3874442493,0
131.3125,61.8051057256,0.142287648,-0.6742974772,107.281579843,71.0625210478,0.5896747994,-1.1050422676,0
122.125,46.1375321728,0.1598654498,0.1750957938,97.5694993412,43.4600521356,0.4331692178,-0.2776061984,0
100.625,49.8047751225,0.7132354633,1.0374754004,91.6853288987,35.2527069487,0.4210633247,0.174216755,0
100.1875,37.2117567947,0.5975975406,3.4002163541,103.893939394,35.3123390478,0.3911535456,0.1085287547,0
115.078125,38.0395783558,0.5719740387,2.4142867937,102.105417815,36.5092878234,0.1304899527,-0.1568101285,0
112.953125,39.6431069385,0.0782399707,1.9975840032,109.031194296,39.3180342939,0.2626937519,-0.3101674014,0
123.265625,58.7351689225,0.1729463692,-0.5653161794,117.770600744,71.1700329173,0.0246410276,-1.490323806,0
132.734375,47.991614563,-0.0622481902,0.6692122282,114.203931204,35.8880233791,0.3287111008,0.5346017396,0
112.125,51.8954778858,0.3794690793,0.6240886259,100.246928747,36.2104035596,0.5699308946,0.9238940386,0
134.390625,53.9871562236,0.0174502843,-0.5185657581,131.106601732,48.3130741957,-0.1523173039,-0.5558471279,0
170.359375,67.8867087478,-0.9835550612,-0.315111641,98.9887669801,45.4694958921,0.1477473509,-0.2312670652,0
113.328125,50.4195072267,0.4517009277,0.7953468243,98.8837209302,38.3660106511,0.165593203,-0.3202119663,0
133.8125,58.3574317782,0.1142339597,-0.3630841489,160.987689394,50.0715287602,-0.7795736832,-0.1619055733,0
120.234375,57.97379316,-0.0548490297,-0.4286592802,116.712225346,40.8788313676,0.1580646975,-0.0867437699,0
78.546875,39.9417269623,1.2774542698,4.6653228315,83.8358585859,36.4881344036,0.5939286483,0.1896343874,0
70.78125,43.2071567965,1.1680932803,3.4490698283,82.663372859,31.8064156852,0.8195363373,1.2264796905,0
84.359375,45.4771120962,0.6082790463,1.5734218668,118.257928118,41.8133255303,-0.3173131279,-0.3857171114,0
93.171875,44.4274530441,0.5489821515,1.4408108449,117.64996115,37.9095640777,-0.0129767667,-0.0150768214,0
131.140625,46.3552407998,0.1333760349,0.4849624895,101.857452072,38.9270097205,0.3457917861,0.0552420912,0
84.015625,45.1855522359,0.6675612596,1.7914258243,106.088861589,40.9894301163,0.2896745396,-0.1248827236,0
97.46875,47.237752629,0.433860071,0.8280669071,124.854767184,44.3570764413,-0.1862575179,-0.7609969878,0
126.140625,59.8818803947,0.0054087003,-0.8366622702,99.7487373737,41.8769893553,0.5092483669,0.1649204832,0
95.03125,54.0442436661,0.570032831,0.114594892,113.100478469,36.7727659493,0.442279619,0.2408176294,0
138.78125,46.1490346425,0.1090715923,0.5985099833,105.579982517,37.7675615799,0.456637994,0.2038609028,0
107.375,60.7102493406,0.3117583278,-0.564929537,159.86308204,57.9287822947,-0.7225947027,-0.4259469291,0
113.375,46.5773885593,0.6045612062,1.0884311779,115.822916667,42.3388923376,-0.2185271366,-0.6286895867,0
127.140625,45.0471514039,0.1311027483,0.4878009982,135.843001443,45.2467934903,-0.5861536059,-0.3721280476,0
100.53125,52.9395199585,0.3438595027,0.2467982902,115.206843718,42.5244420591,0.3655130921,0.4888076875,0
77.65625,43.9090746422,0.9260581087,2.4154369365,99.9116445352,33.5707677802,0.0400067221,0.0109269102,0
138.921875,56.6329477556,-0.1967166015,-0.3567523958,115.48989899,41.7676440951,0.3086781474,-0.2365538014,0
120.78125,48.5452330146,0.3759020467,0.4520175335,121.736415883,41.7983167118,0.0254544696,-0.1051184466,0
159.65625,57.3991557946,-0.8601748986,-0.1515473459,152.748693835,67.0030845129,-0.256079079,-1.1606985204,0
94.515625,40.1707263546,1.0763154893,3.173060344,85.4342481418,36.9100918714,0.7727505992,0.661694258,0
114.5,53.5446659342,0.3783329023,-0.1008177876,105.770651723,37.4136159326,0.4259586763,0.4177635686,0
102.28125,48.7764251297,0.4194666065,0.3711775645,137.009259259,48.5276865519,-0.0451389008,-0.9983349679,0
81.28125,45.382564366,0.9214936486,1.8276204423,121.803399852,44.1718048109,-0.0356553375,-0.6394608195,0
107.828125,55.8448057923,0.4776593068,0.0045918653,113.42767885,41.1937024409,0.7885114365,0.1748008434,0
129.953125,48.1155606611,-0.1053324697,0.4722949552,110.246119734,43.3743995712,0.1193738496,-0.4068873988,0
128.421875,55.8485129299,0.3787134059,-0.3101506262,105.260281385,40.9995631685,0.4770879003,0.1000079502,0
77.25,43.9100643361,1.1924589664,2.8645447804,134.284564394,42.757813042,-0.3961636314,-0.089864013,0
111.484375,40.1625572624,0.2679923077,2.3981960102,93.1840354767,35.6269803087,0.5312726004,0.5593978532,0
69.640625,48.6304197454,1.2334409404,2.4220040147,104.55,35.7446545414,0.0739851272,-0.1812240786,0
105.84375,47.121259384,0.4364071663,0.9051265349,112.377104377,41.6255813322,0.4445319537,-0.1381601765,0
86.46875,46.3185197673,0.5817721323,1.3697122901,114.42325856,36.5801846854,0.2725780897,-0.2994405892,0
102.78125,47.8544240216,0.5787249673,0.7236395816,109.640530303,33.8117328976,0.5809601587,0.5383353302,0
99.9375,54.4612462559,0.3621668732,-0.3892567945,113.40719697,42.0579664618,0.5603775554,0.1027203586,0
103,36.4820161175,0.7789304255,3.6433299901,97.5447735785,39.1067106596,0.3947556175,-0.1796665188,0
95,41.5361288519,0.7600818894,2.2404051495,81.8886827458,39.1112217952,0.6700576355,0.6096851507,0
